investor_id,average_gap_days,max_gap_days,status
INV000742,83.0,176.0,at-risk
INV000743,105.33333333333333,196.0,at-risk
INV000744,28.22222222222222,96.0,at-risk
INV000745,88.8,217.0,at-risk
INV000746,60.5,124.0,at-risk
INV000747,45.7,125.0,at-risk
INV000748,89.66666666666667,114.0,at-risk
INV000749,40.45454545454545,127.0,at-risk
INV000750,35.36363636363637,177.0,at-risk
INV000751,42.4,97.0,at-risk
INV000752,78.66666666666667,269.0,at-risk
INV000753,50.666666666666664,112.0,at-risk
INV000754,44.7,103.0,at-risk
INV000755,66.16666666666667,115.0,at-risk
INV000756,78.0,157.0,at-risk
INV000757,83.4,167.0,at-risk
INV000758,50.44444444444444,180.0,at-risk
INV000759,49.8,141.0,at-risk
INV000760,102.66666666666667,148.0,at-risk
INV000761,49.4,173.0,at-risk
INV000762,161.66666666666666,367.0,at-risk
INV000763,,,active
INV000764,57.57142857142857,154.0,at-risk
INV000765,43.0,166.0,at-risk
INV000766,118.33333333333333,197.0,at-risk
INV000767,94.2,227.0,at-risk
INV000768,38.18181818181818,68.0,at-risk
INV000769,76.66666666666667,206.0,at-risk
INV000770,24.5,39.0,at-risk
INV000771,94.0,176.0,at-risk
INV000772,36.36363636363637,98.0,at-risk
INV000773,,,active
INV000774,55.25,148.0,at-risk
INV000775,99.25,177.0,at-risk
INV000776,42.1,71.0,at-risk
INV000777,47.142857142857146,91.0,at-risk
INV000778,48.1,168.0,at-risk
INV000779,40.36363636363637,92.0,at-risk
INV000780,,,active
INV000781,96.25,191.0,at-risk
INV000782,35.4,105.0,at-risk
INV000783,44.36363636363637,145.0,at-risk
INV000784,62.42857142857143,244.0,at-risk
INV000785,38.9,154.0,at-risk
INV000786,57.0,199.0,at-risk
INV000787,,,active
INV000788,52.5,159.0,at-risk
INV000789,44.333333333333336,171.0,at-risk
INV000790,,,active
INV000791,56.125,109.0,at-risk
INV000792,271.0,271.0,at-risk
INV000793,48.4,104.0,at-risk
INV000794,,,active
INV000795,116.33333333333333,155.0,at-risk
INV000796,97.66666666666667,194.0,at-risk
INV000797,117.0,378.0,at-risk
INV000798,,,active
INV000799,80.83333333333333,213.0,at-risk
INV000800,108.5,333.0,at-risk
INV000801,110.33333333333333,131.0,at-risk
INV000802,44.5,89.0,at-risk
INV000803,57.875,147.0,at-risk
INV000804,92.2,208.0,at-risk
INV000805,,,active
INV000806,34.09090909090909,109.0,at-risk
INV000807,3.0,3.0,active
INV000808,138.66666666666666,292.0,at-risk
INV000809,105.0,262.0,at-risk
INV000810,38.0,93.0,at-risk
INV000811,58.2,217.0,at-risk
INV000812,,,active
INV000813,62.142857142857146,300.0,at-risk
INV000814,78.33333333333333,113.0,at-risk
INV000815,88.66666666666667,161.0,at-risk
INV000816,74.75,216.0,at-risk
INV000817,,,active
INV000818,122.75,261.0,at-risk
INV000819,48.0,116.0,at-risk
INV000820,103.5,168.0,at-risk
INV000821,44.5,81.0,at-risk
INV000822,41.625,98.0,at-risk
INV000823,35.44444444444444,69.0,at-risk
INV000824,140.66666666666666,279.0,at-risk
INV000825,70.0,122.0,at-risk
INV000826,74.5,218.0,at-risk
INV000827,45.333333333333336,95.0,at-risk
INV000828,429.0,429.0,at-risk
INV000829,58.875,151.0,at-risk
INV000830,44.44444444444444,122.0,at-risk
INV000831,54.0,134.0,at-risk
INV000832,83.66666666666667,93.0,at-risk
INV000833,56.44444444444444,178.0,at-risk
INV000834,88.0,241.0,at-risk
INV000835,,,active
INV000836,70.66666666666667,123.0,at-risk
INV000837,209.0,358.0,at-risk
INV000838,98.33333333333333,119.0,at-risk
INV000839,189.5,192.0,at-risk
INV000840,62.875,186.0,at-risk
INV000841,71.33333333333333,213.0,at-risk
INV000842,,,active
INV000843,35.8,101.0,at-risk
INV000844,44.111111111111114,131.0,at-risk
INV000845,46.5,201.0,at-risk
INV000846,90.5,135.0,at-risk
INV000847,26.9,56.0,at-risk
INV000848,132.0,132.0,at-risk
INV000849,47.2,128.0,at-risk
INV000850,28.6,60.0,at-risk
INV000851,53.375,112.0,at-risk
INV000852,110.75,246.0,at-risk
INV000853,40.36363636363637,143.0,at-risk
INV000854,54.44444444444444,170.0,at-risk
INV000855,152.66666666666666,309.0,at-risk
INV000856,55.0,128.0,at-risk
INV000857,52.125,159.0,at-risk
INV000858,35.9,131.0,at-risk
INV000859,132.0,190.0,at-risk
INV000860,47.44444444444444,110.0,at-risk
INV000861,54.875,163.0,at-risk
INV000862,59.625,158.0,at-risk
INV000863,,,active
INV000864,42.0,135.0,at-risk
INV000865,40.4,99.0,at-risk
INV000866,141.0,141.0,at-risk
INV000867,69.25,120.0,at-risk
INV000868,,,active
INV000869,37.22222222222222,95.0,at-risk
INV000870,70.4,94.0,at-risk
INV000871,,,active
INV000872,,,active
INV000873,49.0,166.0,at-risk
INV000874,45.18181818181818,136.0,at-risk
INV000875,51.0,79.0,at-risk
INV000876,37.0,66.0,at-risk
INV000877,37.125,75.0,at-risk
INV000878,66.0,66.0,at-risk
INV000879,85.0,108.0,at-risk
INV000880,84.8,166.0,at-risk
INV000881,37.72727272727273,103.0,at-risk
INV000882,,,active
INV000883,257.0,257.0,at-risk
INV000884,81.0,205.0,at-risk
INV000885,87.0,261.0,at-risk
INV000886,100.0,100.0,at-risk
INV000887,40.6,238.0,at-risk
INV000888,60.25,166.0,at-risk
INV000889,263.0,263.0,at-risk
INV000890,43.333333333333336,108.0,at-risk
INV000891,55.0,116.0,at-risk
INV000892,77.0,171.0,at-risk
INV000893,45.375,147.0,at-risk
INV000894,43.54545454545455,181.0,at-risk
INV000895,63.57142857142857,142.0,at-risk
INV000896,173.0,173.0,at-risk
INV000897,64.25,151.0,at-risk
INV000898,164.0,323.0,at-risk
INV000899,171.0,260.0,at-risk
INV000900,92.25,131.0,at-risk
INV000901,45.166666666666664,95.0,at-risk
INV000902,43.111111111111114,96.0,at-risk
INV000903,,,active
INV000904,98.5,186.0,at-risk
INV000905,,,active
INV000906,36.8,109.0,at-risk
INV000907,40.5,115.0,at-risk
INV000908,64.25,145.0,at-risk
INV000909,82.8,151.0,at-risk
INV000910,88.25,151.0,at-risk
INV000911,,,active
INV000912,41.5,144.0,at-risk
INV000913,76.33333333333333,211.0,at-risk
INV000914,55.5,116.0,at-risk
INV000915,78.2,120.0,at-risk
INV000916,,,active
INV000917,,,active
INV000918,151.5,247.0,at-risk
INV000919,58.5,204.0,at-risk
INV000920,47.25,140.0,at-risk
INV000921,76.2,261.0,at-risk
INV000922,75.0,126.0,at-risk
INV000923,,,active
INV000924,,,active
INV000925,59.57142857142857,202.0,at-risk
INV000926,57.142857142857146,111.0,at-risk
INV000927,25.5,53.0,at-risk
INV000928,9.0,9.0,active
INV000929,39.666666666666664,104.0,at-risk
INV000930,23.90909090909091,75.0,at-risk
INV000931,49.285714285714285,124.0,at-risk
INV000932,239.0,239.0,at-risk
INV000933,55.375,193.0,at-risk
INV000934,60.0,61.0,at-risk
INV000935,24.7,73.0,at-risk
INV000936,,,active
INV000937,165.0,197.0,at-risk
INV000938,153.0,153.0,at-risk
INV000939,45.0,93.0,at-risk
INV000940,94.66666666666667,139.0,at-risk
INV000941,95.0,189.0,at-risk
INV000942,39.63636363636363,118.0,at-risk
INV000943,129.33333333333334,210.0,at-risk
INV000944,68.4,265.0,at-risk
INV000945,,,active
INV000946,60.0,117.0,at-risk
INV000947,64.28571428571429,221.0,at-risk
INV000948,52.0,87.0,at-risk
INV000949,40.5,120.0,at-risk
INV000950,48.6,189.0,at-risk
INV000951,,,active
INV000952,,,active
INV000953,110.0,185.0,at-risk
INV000954,56.333333333333336,116.0,at-risk
INV000955,107.25,267.0,at-risk
INV000956,,,active
INV000957,52.57142857142857,122.0,at-risk
INV000958,90.6,208.0,at-risk
INV000959,45.125,163.0,at-risk
INV000960,60.875,150.0,at-risk
INV000961,113.75,240.0,at-risk
INV000962,57.57142857142857,133.0,at-risk
INV000963,92.25,231.0,at-risk
INV000964,98.0,217.0,at-risk
INV000965,,,active
INV000966,39.18181818181818,106.0,at-risk
INV000967,47.0,47.0,at-risk
INV000968,48.625,286.0,at-risk
INV000969,48.333333333333336,179.0,at-risk
INV000970,45.4,104.0,at-risk
INV000971,36.0,115.0,at-risk
INV000972,38.1,107.0,at-risk
INV000973,55.0,55.0,at-risk
INV000974,63.0,131.0,at-risk
INV000975,44.0,44.0,at-risk
INV000976,100.0,100.0,at-risk
INV000977,39.90909090909091,137.0,at-risk
INV000978,46.833333333333336,95.0,at-risk
INV000979,59.42857142857143,115.0,at-risk
INV000980,36.77777777777778,121.0,at-risk
INV000981,30.4,52.0,at-risk
INV000982,42.0,70.0,at-risk
INV000983,94.33333333333333,198.0,at-risk
INV000984,44.5,88.0,at-risk
INV000985,73.2,147.0,at-risk
INV000986,45.625,182.0,at-risk
INV000987,59.0,117.0,at-risk
INV000988,66.71428571428571,140.0,at-risk
INV000989,83.0,269.0,at-risk
INV000990,99.75,263.0,at-risk
INV000991,169.0,169.0,at-risk
INV000992,83.2,240.0,at-risk
INV000993,,,active
INV000994,40.18181818181818,161.0,at-risk
INV000995,21.875,60.0,at-risk
INV000996,30.0,30.0,active
INV000997,55.142857142857146,131.0,at-risk
INV000998,52.666666666666664,113.0,at-risk
INV000999,47.142857142857146,145.0,at-risk
INV001000,16.0,16.0,active
INV001001,40.54545454545455,137.0,at-risk
INV001002,46.44444444444444,103.0,at-risk
INV001003,71.0,106.0,at-risk
INV001004,62.0,99.0,at-risk
INV001005,46.8,117.0,at-risk
INV001006,93.0,233.0,at-risk
INV001007,52.0,52.0,at-risk
INV001008,48.625,191.0,at-risk
INV001009,42.333333333333336,125.0,at-risk
INV001010,,,active
INV001011,99.4,234.0,at-risk
INV001012,32.4,102.0,at-risk
INV001013,53.77777777777778,112.0,at-risk
INV001014,77.66666666666667,182.0,at-risk
INV001015,36.0,77.0,at-risk
INV001016,113.33333333333333,199.0,at-risk
INV001017,68.5,142.0,at-risk
INV001018,49.5,51.0,at-risk
INV001019,35.9,160.0,at-risk
INV001020,53.833333333333336,156.0,at-risk
INV001021,45.77777777777778,186.0,at-risk
INV001022,79.25,217.0,at-risk
INV001023,46.09090909090909,155.0,at-risk
INV001024,51.285714285714285,162.0,at-risk
INV001025,32.57142857142857,76.0,at-risk
INV001026,47.8,132.0,at-risk
INV001027,70.57142857142857,149.0,at-risk
INV001028,105.75,182.0,at-risk
INV001029,46.9,158.0,at-risk
INV001030,223.0,237.0,at-risk
INV001031,48.2,167.0,at-risk
INV001032,,,active
INV001033,282.0,282.0,at-risk
INV001034,69.16666666666667,119.0,at-risk
INV001035,,,active
INV001036,54.666666666666664,123.0,at-risk
INV001037,42.6,86.0,at-risk
INV001038,98.0,250.0,at-risk
INV001039,47.875,187.0,at-risk
INV001040,98.33333333333333,163.0,at-risk
INV001041,71.14285714285714,159.0,at-risk
INV001042,49.5,105.0,at-risk
INV001043,71.0,235.0,at-risk
INV001044,136.0,155.0,at-risk
INV001045,71.14285714285714,191.0,at-risk
INV001046,142.33333333333334,257.0,at-risk
INV001047,55.666666666666664,142.0,at-risk
INV001048,35.27272727272727,75.0,at-risk
INV001049,69.66666666666667,177.0,at-risk
INV001050,101.0,156.0,at-risk
INV001051,37.9,127.0,at-risk
INV001052,87.25,218.0,at-risk
INV001053,51.666666666666664,116.0,at-risk
INV001054,183.0,183.0,at-risk
INV001055,51.77777777777778,166.0,at-risk
INV001056,153.33333333333334,299.0,at-risk
INV001057,108.66666666666667,120.0,at-risk
INV001058,44.81818181818182,114.0,at-risk
INV001059,138.0,197.0,at-risk
INV001060,38.81818181818182,89.0,at-risk
INV001061,40.9,104.0,at-risk
INV001062,52.5,146.0,at-risk
INV001063,30.727272727272727,68.0,at-risk
INV001064,43.27272727272727,133.0,at-risk
INV001065,87.0,173.0,at-risk
INV001066,153.66666666666666,321.0,at-risk
INV001067,41.666666666666664,112.0,at-risk
INV001068,99.2,261.0,at-risk
INV001069,35.2,98.0,at-risk
INV001070,44.09090909090909,304.0,at-risk
INV001071,124.66666666666667,325.0,at-risk
INV001072,128.0,128.0,at-risk
INV001073,7.0,14.0,active
INV001074,44.714285714285715,119.0,at-risk
INV001075,51.0,105.0,at-risk
INV001076,149.0,209.0,at-risk
INV001077,46.75,149.0,at-risk
INV001078,,,active
INV001079,46.1,144.0,at-risk
INV001080,52.142857142857146,126.0,at-risk
INV001081,79.0,278.0,at-risk
INV001082,113.66666666666667,209.0,at-risk
INV001083,43.25,115.0,at-risk
INV001084,,,active
INV001085,155.0,155.0,at-risk
INV001086,106.5,112.0,at-risk
INV001087,63.5,175.0,at-risk
INV001088,74.33333333333333,229.0,at-risk
INV001089,11.0,11.0,active
INV001090,,,active
INV001091,71.8,138.0,at-risk
INV001092,42.18181818181818,165.0,at-risk
INV001093,57.875,134.0,at-risk
INV001094,77.5,145.0,at-risk
INV001095,244.0,244.0,at-risk
INV001096,51.888888888888886,189.0,at-risk
INV001097,58.0,58.0,at-risk
INV001098,,,active
INV001099,31.9,107.0,at-risk
INV001100,,,active
INV001101,85.4,189.0,at-risk
INV001102,50.666666666666664,124.0,at-risk
INV001103,47.57142857142857,104.0,at-risk
INV001104,156.0,306.0,at-risk
INV001105,407.0,407.0,at-risk
INV001106,121.0,300.0,at-risk
INV001107,90.33333333333333,179.0,at-risk
INV001108,118.33333333333333,199.0,at-risk
INV001109,90.4,203.0,at-risk
INV001110,100.0,153.0,at-risk
INV001111,96.6,157.0,at-risk
INV001112,40.0,66.0,at-risk
INV001113,48.5,151.0,at-risk
INV001114,406.0,406.0,at-risk
INV001115,45.77777777777778,230.0,at-risk
INV001116,42.27272727272727,194.0,at-risk
INV001117,54.0,137.0,at-risk
INV001118,49.0,137.0,at-risk
INV001119,109.0,197.0,at-risk
INV001120,72.0,72.0,at-risk
INV001121,89.66666666666667,173.0,at-risk
INV001122,251.0,309.0,at-risk
INV001123,56.75,116.0,at-risk
INV001124,79.66666666666667,138.0,at-risk
INV001125,,,active
INV001126,79.0,135.0,at-risk
INV001127,149.33333333333334,259.0,at-risk
INV001128,44.2,103.0,at-risk
INV001129,,,active
INV001130,46.6,131.0,at-risk
INV001131,53.888888888888886,141.0,at-risk
INV001132,,,active
INV001133,41.6,78.0,at-risk
INV001134,404.0,404.0,at-risk
INV001135,,,active
INV001136,44.0,58.0,at-risk
INV001137,34.3,79.0,at-risk
INV001138,50.5,82.0,at-risk
INV001139,213.0,325.0,at-risk
INV001140,56.57142857142857,125.0,at-risk
INV001141,69.71428571428571,132.0,at-risk
INV001142,49.5,106.0,at-risk
INV001143,85.0,146.0,at-risk
INV001144,64.4,173.0,at-risk
INV001145,23.0,39.0,at-risk
INV001146,,,active
INV001147,49.5,82.0,at-risk
INV001148,85.0,151.0,at-risk
INV001149,125.33333333333333,276.0,at-risk
INV001150,87.66666666666667,228.0,at-risk
INV001151,205.5,302.0,at-risk
INV001152,46.6,122.0,at-risk
INV001153,,,active
INV001154,124.25,204.0,at-risk
INV001155,69.14285714285714,196.0,at-risk
INV001156,56.888888888888886,160.0,at-risk
INV001157,33.63636363636363,97.0,at-risk
INV001158,112.0,158.0,at-risk
INV001159,197.5,351.0,at-risk
INV001160,52.75,99.0,at-risk
INV001161,57.57142857142857,133.0,at-risk
INV001162,301.0,301.0,at-risk
INV001163,43.54545454545455,146.0,at-risk
INV001164,117.33333333333333,150.0,at-risk
INV001165,57.5,103.0,at-risk
INV001166,54.0,148.0,at-risk
INV001167,96.2,207.0,at-risk
INV001168,76.16666666666667,161.0,at-risk
INV001169,150.66666666666666,272.0,at-risk
INV001170,49.125,119.0,at-risk
INV001171,92.0,123.0,at-risk
INV001172,139.33333333333334,310.0,at-risk
INV001173,55.833333333333336,146.0,at-risk
INV001174,58.75,115.0,at-risk
INV001175,78.66666666666667,116.0,at-risk
INV001176,40.5,72.0,at-risk
INV001177,,,active
INV001178,43.54545454545455,83.0,at-risk
INV001179,115.0,207.0,at-risk
INV001180,61.857142857142854,112.0,at-risk
INV001181,59.0,118.0,at-risk
INV001182,71.0,153.0,at-risk
INV001183,55.8,145.0,at-risk
INV001184,,,active
INV001185,50.125,101.0,at-risk
INV001186,44.57142857142857,118.0,at-risk
INV001187,,,active
INV001188,35.0,49.0,at-risk
INV001189,46.57142857142857,71.0,at-risk
INV001190,80.83333333333333,198.0,at-risk
INV001191,79.33333333333333,127.0,at-risk
INV001192,81.4,143.0,at-risk
INV001193,54.333333333333336,100.0,at-risk
INV001194,80.33333333333333,159.0,at-risk
INV001195,34.27272727272727,154.0,at-risk
INV001196,92.2,169.0,at-risk
INV001197,49.875,140.0,at-risk
INV001198,48.4,123.0,at-risk
INV001199,210.5,278.0,at-risk
INV001200,354.0,354.0,at-risk
INV001201,,,active
INV001202,50.75,103.0,at-risk
INV001203,225.0,225.0,at-risk
INV001204,75.83333333333333,165.0,at-risk
INV001205,83.5,98.0,at-risk
INV001206,38.0,116.0,at-risk
INV001207,50.833333333333336,166.0,at-risk
INV001208,37.333333333333336,94.0,at-risk
INV001209,42.25,79.0,at-risk
INV001210,26.818181818181817,93.0,at-risk
INV001211,197.5,346.0,at-risk
INV001212,45.142857142857146,119.0,at-risk
INV001213,53.888888888888886,120.0,at-risk
INV001214,112.33333333333333,196.0,at-risk
INV001215,97.0,293.0,at-risk
INV001216,181.0,242.0,at-risk
INV001217,39.09090909090909,148.0,at-risk
INV001218,49.25,139.0,at-risk
INV001219,36.9,118.0,at-risk
INV001220,57.875,104.0,at-risk
INV001221,64.57142857142857,172.0,at-risk
INV001222,68.6,189.0,at-risk
INV001223,42.5,94.0,at-risk
INV001224,40.57142857142857,103.0,at-risk
INV001225,53.125,125.0,at-risk
INV001226,157.0,313.0,at-risk
INV001227,39.7,104.0,at-risk
INV001228,43.18181818181818,140.0,at-risk
INV001229,146.0,189.0,at-risk
INV001230,44.333333333333336,104.0,at-risk
INV001231,,,active
INV001232,87.8,184.0,at-risk
INV001233,55.5,135.0,at-risk
INV001234,40.72727272727273,119.0,at-risk
INV001235,47.2,100.0,at-risk
INV001236,73.33333333333333,153.0,at-risk
INV001237,81.66666666666667,182.0,at-risk
INV001238,37.36363636363637,150.0,at-risk
INV001239,,,active
INV001240,176.0,176.0,at-risk
INV001241,33.0,76.0,at-risk
INV001242,47.333333333333336,93.0,at-risk
INV001243,,,active
INV001244,34.2,77.0,at-risk
INV001245,80.75,224.0,at-risk
INV001246,80.0,184.0,at-risk
INV001247,44.333333333333336,139.0,at-risk
INV001248,,,active
INV001249,71.6,105.0,at-risk
INV001250,82.2,181.0,at-risk
INV001251,54.25,223.0,at-risk
INV001252,,,active
INV001253,,,active
INV001254,108.0,186.0,at-risk
INV001255,70.8,161.0,at-risk
INV001256,136.66666666666666,308.0,at-risk
INV001257,52.44444444444444,166.0,at-risk
INV001258,58.0,58.0,at-risk
INV001259,43.81818181818182,213.0,at-risk
INV001260,68.33333333333333,163.0,at-risk
INV001261,55.5,89.0,at-risk
INV001262,50.857142857142854,116.0,at-risk
INV001263,146.0,153.0,at-risk
INV001264,44.857142857142854,87.0,at-risk
INV001265,57.5,217.0,at-risk
INV001266,393.0,393.0,at-risk
INV001267,293.0,293.0,at-risk
INV001268,,,active
INV001269,56.44444444444444,107.0,at-risk
INV001270,14.5,18.0,active
INV001271,107.33333333333333,140.0,at-risk
INV001272,148.0,148.0,at-risk
INV001273,110.0,308.0,at-risk
INV001274,45.36363636363637,141.0,at-risk
INV001275,39.0,99.0,at-risk
INV001276,121.0,226.0,at-risk
INV001277,420.0,420.0,at-risk
INV001278,,,active
INV001279,120.75,417.0,at-risk
INV001280,83.6,169.0,at-risk
INV001281,88.8,291.0,at-risk
INV001282,54.857142857142854,119.0,at-risk
INV001283,,,active
INV001284,50.6,124.0,at-risk
INV001285,2.0,2.0,active
INV001286,20.0,26.0,active
INV001287,57.625,116.0,at-risk
INV001288,39.142857142857146,148.0,at-risk
INV001289,171.0,221.0,at-risk
INV001290,294.0,294.0,at-risk
INV001291,63.5,181.0,at-risk
INV001292,116.0,116.0,at-risk
INV001293,,,active
INV001294,,,active
INV001295,45.111111111111114,165.0,at-risk
INV001296,349.0,349.0,at-risk
INV001297,247.0,247.0,at-risk
INV001298,43.1,113.0,at-risk
INV001299,40.36363636363637,101.0,at-risk
INV001300,75.0,127.0,at-risk
INV001301,81.33333333333333,232.0,at-risk
INV001302,,,active
INV001303,209.0,209.0,at-risk
INV001304,44.36363636363637,114.0,at-risk
INV001305,42.0,42.0,at-risk
INV001306,92.0,92.0,at-risk
INV001307,152.0,301.0,at-risk
INV001308,41.63636363636363,147.0,at-risk
INV001309,,,active
INV001310,58.0,180.0,at-risk
INV001311,151.33333333333334,192.0,at-risk
INV001312,43.7,108.0,at-risk
INV001313,125.66666666666667,163.0,at-risk
INV001314,50.44444444444444,130.0,at-risk
INV001315,48.888888888888886,124.0,at-risk
INV001316,51.333333333333336,166.0,at-risk
INV001317,42.4,96.0,at-risk
INV001318,41.6,150.0,at-risk
INV001319,33.57142857142857,76.0,at-risk
INV001320,45.2,163.0,at-risk
INV001321,75.83333333333333,129.0,at-risk
INV001322,80.83333333333333,136.0,at-risk
INV001323,,,active
INV001324,34.0,34.0,active
INV001325,82.5,174.0,at-risk
INV001326,44.18181818181818,182.0,at-risk
INV001327,501.0,501.0,at-risk
INV001328,69.75,208.0,at-risk
INV001329,46.888888888888886,97.0,at-risk
INV001330,77.0,94.0,at-risk
INV001331,52.77777777777778,100.0,at-risk
INV001332,60.0,168.0,at-risk
INV001333,45.54545454545455,185.0,at-risk
INV001334,50.333333333333336,112.0,at-risk
INV001335,209.0,209.0,at-risk
INV001336,57.625,198.0,at-risk
INV001337,63.5,167.0,at-risk
INV001338,165.0,165.0,at-risk
INV001339,,,active
INV001340,205.0,287.0,at-risk
INV001341,98.5,202.0,at-risk
INV001342,54.25,255.0,at-risk
INV001343,56.0,88.0,at-risk
INV001344,151.5,225.0,at-risk
INV001345,65.0,157.0,at-risk
INV001346,76.5,205.0,at-risk
INV001347,265.0,265.0,at-risk
INV001348,40.9,121.0,at-risk
INV001349,65.5,87.0,at-risk
INV001350,71.14285714285714,287.0,at-risk
INV001351,40.90909090909091,144.0,at-risk
INV001352,64.8,139.0,at-risk
INV001353,57.333333333333336,134.0,at-risk
INV001354,53.125,150.0,at-risk
INV001355,40.2,128.0,at-risk
INV001356,39.6,109.0,at-risk
INV001357,40.0,92.0,at-risk
INV001358,,,active
INV001359,54.375,143.0,at-risk
INV001360,,,active
INV001361,37.875,93.0,at-risk
INV001362,19.666666666666668,37.0,at-risk
INV001363,50.666666666666664,125.0,at-risk
INV001364,126.0,126.0,at-risk
INV001365,68.66666666666667,105.0,at-risk
INV001366,54.375,98.0,at-risk
INV001367,82.5,222.0,at-risk
INV001368,34.0,42.0,at-risk
INV001369,50.625,131.0,at-risk
INV001370,81.0,164.0,at-risk
INV001371,76.0,120.0,at-risk
INV001372,120.33333333333333,199.0,at-risk
INV001373,88.0,154.0,at-risk
INV001374,55.833333333333336,101.0,at-risk
INV001375,44.90909090909091,176.0,at-risk
INV001376,78.66666666666667,181.0,at-risk
INV001377,65.14285714285714,113.0,at-risk
INV001378,79.2,128.0,at-risk
INV001379,48.333333333333336,74.0,at-risk
INV001380,105.0,105.0,at-risk
INV001381,,,active
INV001382,101.0,201.0,at-risk
INV001383,44.0,117.0,at-risk
INV001384,43.55555555555556,149.0,at-risk
INV001385,118.25,305.0,at-risk
INV001386,51.833333333333336,133.0,at-risk
INV001387,57.25,130.0,at-risk
INV001388,70.6,124.0,at-risk
INV001389,87.0,158.0,at-risk
INV001390,82.0,201.0,at-risk
INV001391,68.71428571428571,177.0,at-risk
INV001392,52.0,99.0,at-risk
INV001393,104.0,181.0,at-risk
INV001394,55.625,136.0,at-risk
INV001395,56.0,151.0,at-risk
INV001396,100.25,169.0,at-risk
INV001397,48.1,124.0,at-risk
INV001398,45.5,131.0,at-risk
INV001399,62.333333333333336,160.0,at-risk
INV001400,38.4,122.0,at-risk
INV001401,38.111111111111114,102.0,at-risk
INV001402,61.625,151.0,at-risk
INV001403,54.0,54.0,at-risk
INV001404,107.66666666666667,129.0,at-risk
INV001405,130.33333333333334,288.0,at-risk
INV001406,39.0,128.0,at-risk
INV001407,39.55555555555556,116.0,at-risk
INV001408,37.0,46.0,at-risk
INV001409,32.333333333333336,60.0,at-risk
INV001410,61.0,118.0,at-risk
INV001411,65.14285714285714,151.0,at-risk
INV001412,70.5,81.0,at-risk
INV001413,56.0,125.0,at-risk
INV001414,293.0,293.0,at-risk
INV001415,53.0,173.0,at-risk
INV001416,303.0,303.0,at-risk
INV001417,88.0,128.0,at-risk
INV001418,57.625,187.0,at-risk
INV001419,61.285714285714285,110.0,at-risk
INV001420,95.75,172.0,at-risk
INV001421,63.142857142857146,164.0,at-risk
INV001422,98.75,296.0,at-risk
INV001423,34.0,89.0,at-risk
INV001424,93.0,156.0,at-risk
INV001425,445.0,445.0,at-risk
INV001426,,,active
INV001427,,,active
INV001428,44.18181818181818,76.0,at-risk
INV001429,240.0,240.0,at-risk
INV001430,,,active
INV001431,60.0,98.0,at-risk
INV001432,59.5,109.0,at-risk
INV001433,99.2,307.0,at-risk
INV001434,60.375,178.0,at-risk
INV001435,36.0,36.0,at-risk
INV001436,95.33333333333333,234.0,at-risk
INV001437,89.0,203.0,at-risk
INV001438,,,active
INV001439,56.333333333333336,104.0,at-risk
INV001440,56.5,80.0,at-risk
INV001441,60.0,60.0,at-risk
INV001442,41.54545454545455,238.0,at-risk
INV001443,57.2,82.0,at-risk
INV001444,54.0,54.0,at-risk
INV001445,51.0,78.0,at-risk
INV001446,84.0,139.0,at-risk
INV001447,125.66666666666667,257.0,at-risk
INV001448,47.8,96.0,at-risk
INV001449,48.5,126.0,at-risk
INV001450,105.0,173.0,at-risk
INV001451,,,active
INV001452,73.66666666666667,140.0,at-risk
INV001453,106.66666666666667,157.0,at-risk
INV001454,62.57142857142857,176.0,at-risk
INV001455,41.18181818181818,133.0,at-risk
INV001456,52.375,84.0,at-risk
INV001457,38.09090909090909,99.0,at-risk
INV001458,32.63636363636363,101.0,at-risk
INV001459,116.25,232.0,at-risk
INV001460,33.4,95.0,at-risk
INV001461,43.0,43.0,at-risk
INV001462,55.0,209.0,at-risk
INV001463,80.25,192.0,at-risk
INV001464,,,active
INV001465,52.0,109.0,at-risk
INV001466,26.7,82.0,at-risk
INV001467,54.333333333333336,176.0,at-risk
INV001468,93.66666666666667,222.0,at-risk
INV001469,97.5,163.0,at-risk
INV001470,72.33333333333333,144.0,at-risk
INV001471,,,active
INV001472,49.375,139.0,at-risk
INV001473,81.33333333333333,257.0,at-risk
INV001474,202.0,202.0,at-risk
INV001475,88.33333333333333,131.0,at-risk
INV001476,101.0,309.0,at-risk
INV001477,71.0,88.0,at-risk
INV001478,79.66666666666667,200.0,at-risk
INV001479,102.0,110.0,at-risk
INV001480,47.833333333333336,157.0,at-risk
INV001481,49.833333333333336,115.0,at-risk
INV001482,57.57142857142857,212.0,at-risk
INV001483,84.6,179.0,at-risk
INV001484,87.25,179.0,at-risk
INV001485,48.888888888888886,150.0,at-risk
INV001486,62.0,62.0,at-risk
INV001487,91.0,112.0,at-risk
INV001488,79.0,139.0,at-risk
INV001489,85.5,162.0,at-risk
INV001490,,,active
INV001491,70.57142857142857,245.0,at-risk
INV001492,77.25,149.0,at-risk
INV001493,150.0,250.0,at-risk
INV001494,221.5,254.0,at-risk
INV001495,16.0,16.0,active
INV001496,40.1,165.0,at-risk
INV001497,45.81818181818182,138.0,at-risk
INV001498,68.8,96.0,at-risk
INV001499,41.77777777777778,85.0,at-risk
INV001500,63.857142857142854,205.0,at-risk
INV001501,52.833333333333336,106.0,at-risk
INV001502,379.0,379.0,at-risk
